name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
MASHIMONI FRIENDS PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.79
SOLID ROCK SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.3,36.74
ST. HANNAHS' PRI SCH.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KAREN,LANGATA,NAIROBI,,-1.3,36.69
MASHIMONI PRI SCH.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.79
MARY QUEEN CATHOLIC SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.91
EDEN ANNEX PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.26,36.87
APOSTOLIC ED CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.3,36.75
NEW STARLIGHT ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.24,36.89
FOREST VIEW ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KAREN,DAGORETTI,NAIROBI,,-1.3,36.68
GOODNEWS ACADEMY- PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,LANGATA,NAIROBI,,-1.31,36.79
PCEA GITHURAI PROGRESSIVE SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.91
FOUR SKILLS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.3,36.74
ST. ELIZABETH ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KAREN,LANGATA,NAIROBI,,-1.32,36.71
ST MICHAELS PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.24,36.89
JAKES CENTER- PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,DAGORETTI,NAIROBI,,-1.31,36.79
HOPE STREAMS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.3,36.74
R L MWANGI MEMORIAL SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.91
FRANK EDUCATIONAL CENTER - PRIMARY SCH.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,GOLF COURSE,DAGORETTI,NAIROBI,,-1.31,36.8
GRAPESYARD SELF HELP GROUP PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.24,36.89
EMMANSON ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.3,36.74
OUR LADY OF PEACE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KAREN,LANGATA,NAIROBI,,-1.32,36.71
GLORY PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.8
DAGORETTI YOUTH CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,RIRUTA,DAGORETTI,NAIROBI,,-1.3,36.73
HILLCREST PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.34,36.73
KIBERA CHURCH OF GOD PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.79
"L, AZIZI KINDERGATEN PRI",PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,DAGORETTI,NAIROBI,,-1.3,36.77
BUNKA AND BIDDLES PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.33,36.73
CHURCH RD ED CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.24,36.89
KASTEMIL SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.21,36.9
LAINI SABA PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LAINI SABA,LANGATA,NAIROBI,,-1.31,36.79
CAVINA SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,DAGORETTI,NAIROBI,,-1.29,36.78
GLORY PRI SCH KAREN,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.34,36.74
JALYN JNR ACADEMY - PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.21,36.91
FAITH INTEGRATION CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.89
MASHIMONI SQUATTERS PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KIBERA,LANGATA,NAIROBI,,-1.31,36.79
ST JOSEPH ECUMENICAL SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.8
DON BOSCO PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,LANGATA,LANGATA,NAIROBI,,-1.32,36.74
TOTOS ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.9
KISUMU NDOGO PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KIBERA,LANGATA,NAIROBI,,-1.31,36.79
FRENCH SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,DAGORETTI,NAIROBI,,-1.29,36.79
RAINBOW ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.9
LINDI PRI. SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,MAKINA,LANGATA,NAIROBI,,-1.31,36.79
LIGHT ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,WESTLANDS,NAIROBI,,-1.29,36.77
ST JOHN INFORMAL PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
ANWARJUNOIR ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KIBERA,LANGATA,NAIROBI,,-1.31,36.79
PEDRO EDUCATION CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.9
HORIZON ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,LAVINGTON,WESTLANDS,NAIROBI,,-1.3,36.76
GLORY SCHS KOROGOCHO PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
SILOAM FRIENDS MINISTRIES ACADEMY- PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KIBERA,LANGATA,NAIROBI,,-1.31,36.8
GLORIZONE ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.9
SUD ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,WESTLANDS,NAIROBI,,-1.27,36.73
HIGHRIDGE BAPTIST  ACADEMY  PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
HAPPY DAY ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.2,36.89
ARCJUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
SACRED HILL CHILDREN'S CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
FRIENDS SCH KABETE PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KITISURU,WESTLANDS,NAIROBI,,-1.26,36.73
TUMAINI HIGHRIDGE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
ESTEEM ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.92
ZIMMERMAN PREMIER SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
JUDIMMA ACADEMIC CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
PEPONI SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KITISURU,WESTLANDS,NAIROBI,,-1.24,36.76
HOPE FOR CHILDREN PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
KABETE INTERNATIONAL SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,KITISURU,WESTLANDS,NAIROBI,,-1.24,36.75
SHILOH LEARNING CENTRE,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
KAO LA TUMAINI PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
WANKAN ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
ST PRISCAS ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
UNITY LEARNING CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
KARURA SDA CHURCH SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,WESTLANDS,NAIROBI,,-1.22,36.78
JOY SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
MARANATHA FAITH ASSEMBLIES PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
ROYAL INTERNATIONAL ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.89
GROGAN INFORMAL ED CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
ST. MARYS SCHOOL RUARAKA,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.21,36.89
KIRIWA ROAD SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,WESTLANDS,NAIROBI,,-1.23,36.96
SERENE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.89
RBC KOCHLAND ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
MIDAS GOLDEN ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.89
DAY SHELTER AND WELFARE CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
INTERNATIONAL SCH OF KENYA,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,WESTLANDS,NAIROBI,,-1.23,36.76
MIREMA SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.21,36.89
CORNERSTONE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.89
REHEMA DAYCARE AND ORPHANS CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
LINDSAR KINDERGATEN & SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
HAVEN PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
ST. ANTONY'S JUNIOR ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,GITHURAI,KASARANI,NAIROBI,,-1.21,36.9
RUARAKA ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.21,36.88
AL TAAWON ED CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
GREEN RIVER LEARNING CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.93
AKIMAM SPRINGS - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.21,36.87
BIGPEN ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
THOME SHEPHARD SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.87
ST BRIGIT ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.92
BIGPEN ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
SERAN GLORY ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.87
GARDEN ESTATE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.23,36.87
GOSPEL JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KOROGOCHO,KASARANI,NAIROBI,,-1.25,36.89
GARDEN ESTATATE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.22,36.86
VICTORY SELF HELP JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.89
AGBON ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MARINGO,MAKADARA,NAIROBI,,-1.3,36.86
MEFAG CHILDRENS CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,NAIROBI,,-1.25,36.88
RIDGEWAYS ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.22,36.84
CLARA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
ST. BENEDICTS THOME SENIOR SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.23,36.86
PAVID JUNIOR SCH - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MARINGO,MAKADARA,NAIROBI,,-1.29,36.86
SILVERBRIDGE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,EMBAKASI,KARIOBANGI,EMBAKASI,NAIROBI,,-1.24,36.88
AGAPE GLAD KIDS EDUCATION CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
LA VERNE PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.23,36.86
ST AUGUSTUS PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KIBERA,KIBERA,LANGATA,NAIROBI,,-1.31,36.79
THIKA ROAD CHRISTIAN SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.22,36.88
BRIGHT JUNIOR SELF HELP GROUP PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
JEHOVA JIREH PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
HAPPY JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
JOYLANDS ACADEMY PRI SCH.,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
MWANGAZA HIGH PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
ESTHER MEMORIAL JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.89
SKYVIEW EDUCATIOIN CENTER,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
KASA EMMANUEL PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
LEAN MOL SENIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.88
GENIUS LEARNERS CENTER PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
NEEMA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.89
NJATHAINI REACH ACEDEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.88
CHURCH ARMY ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MARINGO,MAKADARA,NAIROBI,,-1.29,36.85
AMK CENTER,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
FURAHA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.89
NEW GLORY ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.89
JOYLAND JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
NAKIM STAR EDUCATION CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.88
NEW JERUSALEMACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
VERMONA STARS SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,NAIROBI,,-1.2,36.87
PRIDE NAIROBI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,BABA DOGO,KASARANI,NAIROBI,,-1.25,36.88
GENESIS IMMACULATE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.26,36.87
KING KIDS TECHNICAL SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.18,36.91
SUNRAYS  ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
BUKEWA ALLIANCE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
JUJEN ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.19,36.91
AISHER COLLIER PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.26,36.87
SHEKINAH GLORY EDUCATION CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MARINGO,MAKADARA,NAIROBI,,-1.3,36.86
ROHO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
KINGSTAR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KAHAWA,KASARANI,NAIROBI,,-1.19,36.91
SAVYO BELLS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
CLEAN WIN PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
MONDLENE PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
BEAUTYKID SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.91
JOKEN PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,MAKADARA,MARINGO,MAKADARA,NAIROBI,,-1.29,36.86
GENESIS SHILPHEN - PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.24,36.88
ARISE AND SHINE PRIMARY,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
COMIMA PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
WISELINK ACADEMY - PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.22,36.91
RIVERSIDE MADRASSA PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
SIMABENA SCHOOL,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
ST BARBRA CHILDRENS HOME & PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,STAREHE,HURUMA,STAREHE,NAIROBI,,-1.25,36.87
RIVERSIDE PEAK PRI SCH,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,NAIROBI,,-1.25,36.88
LINET ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,NAIROBI,,-1.23,36.92
